Tweet_count,Usename,Name,Text,Retweets,Likes
254,Wiemy 𝕏YZ,"Rząd polski a nasze bezpieczeństwo - Prof. Piotr Grochmalski  ⏲️ Środa, 23 kwietnia, godz. 2⃣1⃣:0⃣0⃣  1⃣ Czy obecny rząd myśli globalnie? Czy posiada strategię bezpieczeństwa? 2⃣ Wybory prezydenckie - czy kandydaci prezentują program, który potem chcieli by wprowadzać? 3⃣ Czego https://t.co/WSMMdUAINi",Wed Apr 23 06:42:47 +0000 2025,17,15
255,Historia Fotografią Pisana,"26.04.2015 r. - ubiegający się o reelekcję Nursułtan Nazarbajew, wygrał w I turze wybory prezydenckie w Kazachstanie.  ... a później się Kazachom odwidziało. https://t.co/frBEa6OyAA",Sat Apr 26 17:30:28 +0000 2025,1,4
256,Interia,"- Będzie to największe i pewnie najważniejsze wydarzenie tej kampanii. Największe, jeśli chodzi o wszystkich kandydatów, bo zapewne będą tysiące ludzi na placu - tak w rozmowie z Interią niedzielny wiec wyborczy @trzaskowski_ zapowiada @CTomczyk. https://t.co/JRrmVnG8mC",Sat Apr 26 19:16:58 +0000 2025,3,4
257,lpo,@callofkosa @donaldtusk mordeczko to są wybory prezydenckie a nie do parlamentu to będzie dymisja Dudy a nie rządu bąbelku,Thu Apr 24 04:48:21 +0000 2025,0,19
258,Jola Z.❤️🇵🇱,"@ekazikowska Bezpieczna Polska dla naszych dzieci, Karol Nawrocki wygra wybory prezydenckie.  #KarolNawrockiPrezydentem",Sun Apr 27 18:23:54 +0000 2025,0,3
259,Krzysztof Nikos ✝️,"@DorotaKania2 platfusy są w agonii, trzeba ich tylko dobić, wygrywając wybory Prezydenckie!",Fri Apr 25 19:13:37 +0000 2025,0,4
260,Connor MacLeod ThereCanBeOnlyOne #Trzaskowski2025,@K_Stanowski Stanowski spotka się ze Stanowskim👌👍🤦‍♂️ To są wybory prezydenckie i szacunek do demokracji. Może Stanowski przyjdzie na wywiad do TVN?,Thu Apr 24 04:07:00 +0000 2025,0,19
261,henryk górkiewicz #Trzaskowski 2025,"2/-Wszyscy uczestnicy mieli odpowiedzieć na jedno pytanie – czy ich zdaniem Karol Nawrocki może wygrać wybory prezydenckie. Wyniki tego sondażu z pewnością nie spodobają się w sztabie PiS. W zwycięstwo ich kandydata wierzy 39,5 proc. badanych...",Sun Apr 27 11:18:40 +0000 2025,0,2
262,Michał Sagrol,"2005 i 2025: zmarł papież ✅ wybory prezydenckie w Polsce✅ Polak bez Oscara ✅ Robert Janowski prowadzi ""Jaka to melodia""✅ Karol Strasburger prowadzi ""Familiadę""✅ Krzysztof Ibisz prowadzi ""Awanturę o kasę""✅ Tadeusz Sznuk prowadzi ""1 z 10""✅ Arseniusz Finster jest burmistrzem",Mon Apr 21 10:56:59 +0000 2025,279,8688
263,wRealu24.tv,Kto wygra wybory prezydenckie?! Czy PiS podmieni Nawrockiego?! Dawid Jackiewicz u Marka Skowrońskiego https://t.co/GBLRMMITb6,Wed Apr 23 16:45:17 +0000 2025,2,11
264,cebularz lubelski #Nawrocki2025,"@donaldtusk Możemy się założyć, że wasza gówniana koalicja zdrajców, bandytów i złodziei nie wytrzyma do końca roku gdy pan Karol @NawrockiKn wygra wybory prezydenckie😎",Wed Apr 23 21:00:19 +0000 2025,0,5
265,Interia,"Zbliżają się wybory prezydenckie 2025. Dla niezdecydowanych powstała inicjatywa Latarnik wyborczy, która ma na celu ułatwienie wyboru  https://t.co/CHTGzETSwz",Fri Apr 25 11:36:52 +0000 2025,2,3
266,Stanisław Żaryn,Opisane w wywiadzie zagrożenia ze strony Rosji nie są niczym nowym. Polska od lat jest na celowniku rosyjskich służb. Niestety obecny rząd odpuścił sobie zupełnie ochronę bezpieczeństwa informacyjnego RP. Nie ma realnych działań w tym obszarze.  https://t.co/OVOCGqgGwG,Sat Apr 19 17:49:09 +0000 2025,16,31
267,Andrzej Kołodziej,"Ingerencja Komisji Europejskiej w wybory prezydenckie w Polsce!  ""Okrągły stół"" przed wyborami w Polsce? Bruksela zabiera głos https://t.co/wMwWgaIQ3s https://t.co/qZ6pwgNrjE",Wed Apr 23 05:48:47 +0000 2025,4,7
268,Józef Nowacki,"""Proszę, żebyście mobilizowali struktury związkowe i wszystkich tych, którzy są wokół was, żeby szli na te wybory prezydenckie. One są bardzo ważne...""- mówił prezydent Andrzej Duda do uczestników XXXII Krajowego Zjazdu Delegatów NSZZ ""Solidarność"".  https://t.co/wDTxNpNW5c",Fri Apr 25 02:45:49 +0000 2025,2,4
269,Kacper Kamiński,"@SybiKyme @donaldtusk I bardzo dobrze. Rząd miał być zmianą, a nie zamianą - nie na to głosowaliśmy, co obecnie dostajemy, głównie rykoszetem, ale jednak. Wybory prezydenckie to ostatnie kolokwium przed egzaminem w 2027.",Thu Apr 24 15:40:47 +0000 2025,0,3
270,Kot Kapuściany,Co do cholery robi znowu Mata w sejmie skoro ogłaszał się na wybory prezydenckie ale chyba w 2040 xD,Thu Apr 24 19:13:24 +0000 2025,0,3
271,Aleksander Szczepanik,"@Dziki59667847 No i słusznie. Wybory prezydenckie są raz na 5 lat. Jeśli ktoś nie potrafi tego jednego dnia być w kraju to jego strata. Uważam, że w ogóle nie powinno być żadnej możliwości głosowania gdziekolwiek za granicą kraju.",Wed Apr 23 16:16:53 +0000 2025,0,23
272,Krzysztof 🇵🇱,@PJJBinkowski Władze lokalne same się nie wybrały.  Kolejny test na inteligencję - wybory prezydenckie.,Fri Apr 25 03:36:26 +0000 2025,4,177
273,Marek Krauz,"Pani Biejat przypomina, że obecne Wybory Prezydenckie rozbijają bank z szopkami.  Tak słabej puli Kandydatów jak i ich ""pomysłów programowych"" nie pamiętam. https://t.co/diYbFsZKEM",Wed Apr 23 05:22:13 +0000 2025,1,13
274,ADAM,"Ja tylko przypominam, bo mam wrażenie czytając niektóre wpisy, że niektórzy o tym zapomnieli, że wybory prezydenckie tym różnią się od parlamentarnych, że jeżeli ktoś je wygrywa, to zostaje prezydentem. Tutaj drugi nie ma już nic do gadania. Koalicji z nikim nie zrobi, żeby",Thu Apr 17 09:55:50 +0000 2025,42,290
275,Adriana Borowiecka ***** ***,@elzbietawitek I zwyciężyło dobro 15.X.2023 roku. Kiedy to wy PiSiory przegraliście wybory parlamentarne i przegracie wybory prezydenckie.,Sun Apr 20 07:59:13 +0000 2025,6,55
276,lukrecja🪐 WILL SEE NCUTI,"myślę, że wybory prezydenckie powinny odbywać się tylko w liceach w wielkopolsce",Wed Apr 23 17:18:57 +0000 2025,78,2721
277,Fademan,"@knrbrn @WiechowskiKuba @BejbaXd27826 Myślę, że wybory prezydenckie będą przypominały wczorajszy mecz Barcy z RM. Na żyletki. Akurat Tusk popiera Barcelone ;) Przypadek? https://t.co/QbTQc7B8dP",Sun Apr 27 19:52:48 +0000 2025,0,3
278,Grzegorz Koza,@Laweta2 Tak zwane wybory prezydenckie.,Fri Apr 25 17:15:22 +0000 2025,0,2
279,Patryk „Dollart” Ciura,"Prognoza wyników wyborów na prezydenta - 26.04. Frekwencja 59,5%  R. Trzaskowski - 34,1% K. Nawrocki - 30,4% S. Mentzen - 14,2% S. Hołownia - 6,8% A. Zandberg - 4,9% G. Braun - 3,2% M. Biejat - 2,9% K. Stanowski - 1,7% Pozostali kandydaci - 1,8%  Prośba o RT. https://t.co/Vpj1BI1yc5",Sat Apr 26 07:30:00 +0000 2025,35,255
280,Biełsat,"Nowi Serbowie-Rosjanie, ingerencja Kremla w wybory prezydenckie i fejki o “polskich najemnikach” w Kursku. Co wydarzyło się ostatnio w Europie Wschodniej? Najważniejsze wiadomości i najciekawsze teksty Biełsatu w Przeglądzie Tygodnia 👇 https://t.co/CL4IvNG5UP https://t.co/kGedXxiSuv",Wed Apr 23 16:44:01 +0000 2025,2,8
281,Interia,- @OficjalnyJK przyszedł na konwencję i postawił przed sobą prezydenta @AndrzejDuda i postawił z drugiej strony @NawrockiKn i nie czuł w tym żadnego obciachu - mówił na wiecu w Poznaniu @trzaskowski_  https://t.co/QaZmlcN8s3,Sun Apr 27 15:04:46 +0000 2025,0,3
282,🔎 DEMAGOG,🤔 Wiesz już na kogo zagłosujesz w zbliżających się wyborach prezydenckich?  🗳️ W ramach inicjatywy #WyboryBezOszustw wspólnie z @MyPolitics przygotowaliśmy test preferencji wyborczych #Prezydencki2025!   👉 To narzędzie składające się z 77 pytań opracowanych przez doświadczonych https://t.co/WKOCzSBtYh,Fri Apr 25 12:33:50 +0000 2025,2,10
283,Patryk „Dollart” Ciura,"Prognoza wyników wyborów prezydenckich - 20.04 Frekwencja - 60,2%  R. Trzaskowski - 34,5% (-3,9) K. Nawrocki - 29,4% (+1,6) S. Mentzen - 14,9% (-3,0) S. Hołownia - 7,1% (+1,4) A. Zandberg - 4,6% (+1,9) G. Braun - 3,2% (+1,2) M. Biejat - 2,8% (+0,4) K. Stanowski - 1,8% (+0,3) https://t.co/kUpvFgAOEz",Sun Apr 20 07:16:15 +0000 2025,36,313
284,Piotr Tomczak 🇵🇱 🇪🇺,"@Dorota_2017 @Adbodnar Bodnar nie chce iść na skróty jak Ziobro i zwalniać faksem. Zresztą przy postawie Dudy jest to b. trudne. Jeżeli jeszcze pamiętasz dlaczego poszłaś na wybory w październiku, to wiedz, że nie idąc na wybory prezydenckie, wyrzucasz to do śmietnika. Bez zmian ustawowych nie da się .",Wed Apr 23 21:34:53 +0000 2025,1,11
285,Dariusz Rybakowski,"@IwaniecKuba Dlatego tak ważne są najbliższe wybory prezydenckie i zdecydowane  zwycięstwo Karola Nawrockiego. To spowoduje upadek nierządu Tuska i wcześniejsze wybory parlamentarne, które wygrają siły patriotyczno-niepodległościowe. Wtedy trzeba zakończyć byt III RP ufundowanej na zgniłych",Sat Apr 26 05:56:36 +0000 2025,2,8
286,Interia,"Papież Franciszek nie żyje. ""Szukanie bezpośrednich politycznych skutków śmierci papieża może się komuś wydać niestosowne, ale skoro one istnieją i są bardzo ważne, zadaniem publicystyki jest również ich analiza"" - pisze @WiktorSwietlik https://t.co/gzO7mN2Scb",Wed Apr 23 07:18:27 +0000 2025,1,2
287,Marcin Popadiak,"dobre światęczna wiadomośc do koszyczka  ""Gdyby wybory prezydenckie odbywały się w najbliższą niedzielę, Rafał Trzaskowski otrzymałby 30,8 proc. głosów – sondaż IBRiS dla Polsat News. Kandydat Koalicji Obywatelskiej na prezydenta stracił aż 5,6 pkt. proc.""  good https://t.co/rqokjbKdBb",Sat Apr 19 14:42:23 +0000 2025,1,3
288,Interia,"- W polityce płaci się za błędy, ale nie od razu, czasem potrzeba czasu - mówi Interii prof. Jarosław Flis. I wylicza potknięcia Rafała Trzaskowskiego, Karola Nawrockiego i Sławomira Mentzena  Więcej w tekście @LukaszSzpyrka i @dawidserafinn   https://t.co/gL2HVTyzCu",Fri Apr 25 11:48:22 +0000 2025,0,2
289,Pasjonata 🇵🇱,"Ibris dla Polityki:  ""Czy koalicja rządząca spełnia oczekiwania"" 36,4% - TAK; 57,4% - NIE.  6,5% zdecydowanie spełnia. 29,9% raczej spełnia.  34,3% zdecydowanie nie spełnia. 23,1% raczej nie spełnia.  6,2% nie miało zdania.  Jak centrolew ma na tym wygrać wybory prezydenckie?",Wed Apr 23 08:10:56 +0000 2025,47,281
290,Super Express,"A JEDNAK! @K_Stanowski zdecydował! Będzie na debacie prezydenckiej ""Super Expressu""  https://t.co/jd6gkdQoYY",Fri Apr 25 09:30:11 +0000 2025,14,202
291,▶️ POLSKA 🇵🇱NA RAUSZU‼️,"@donaldtusk ▶️Zostałeś przyłapany znów na kłamstwie Doniu .🤣🤣🤣🤣🤣Nie ładnie łgać 🤣‼️ Pomijając twe kłamstwo ,to chyba te rankingi to dla Idiotów z KO.🤣robione przez wasze media🤣.Jakoś te wyniki Hołowni nie przekładają się na wybory prezydenckie -Żenada‼️ https://t.co/s4RnPRsV7x",Fri Apr 25 21:43:58 +0000 2025,0,2
292,Adr,"@Pioter1269 @Shangri14826900 @Platforma_org @sikorskiradek Skończcie pierdolić z tą ""demokratyczną"". Niezależnie kto wygra następne wybory prezydenckie czy parlamentarne to będzie to wybór demokratyczny. Ostro wkurwiacie ludzi i to już widać w sondażach.",Fri Apr 25 19:46:00 +0000 2025,0,21
293,Dziennik.pl,Rekordowe wpłaty na kampanie Trzaskowskiego i Nawrockiego. Ujawniono nazwiska https://t.co/nTYHWkXH9C,Sun Apr 20 13:51:25 +0000 2025,0,1
294,Czarek 🇵🇱🇪🇺🇺🇦 #KO,"Charyzma Trzaskowskiego, doświadczenie Sikorskiego... Ah, nie da się mieć dwóch w jednym, dlatego mamy #Trzaskowski2025, za którym stoi Sikorski 🥰 I to jest współpraca. Wybory prezydenckie to też gra zespołowa. Wygramy ✌️",Sun Apr 27 17:48:34 +0000 2025,0,2
295,Joanna Pinkwart,"W Rumunii sytuacja jest jeszcze bardziej skomplikowana, niż była. Teoretycznie 4go maja mają odbyć się wybory prezydenckie, bo gdy wybory odbyły się w grudniu to po pierwszej turze zostały najpierw uznane przez Sąd Konstytucyjny a potem... unieważnione. No i teraz Sąd Apelacyjny",Sun Apr 27 21:22:31 +0000 2025,49,706
296,PAP,"Szef MSZ o Klichu: będzie ambasadorem, gdy wybory prezydenckie wygra Trzaskowski ⤵️ #PAPInformacje  https://t.co/M3iucaiBmY",Wed Apr 23 20:23:35 +0000 2025,6,48
297,franz james canvo 🇵🇱🏳️‍🌈,"@turtleenjoyer13 wybór prezydenta będzie w drugiej turze i rozegra się między Trzaskowskim i Nawrockim, jeśli ktokolwiek ma jakieś złudzenia, że będzie inaczej to przykro mi bardzo XD",Thu Apr 24 12:07:59 +0000 2025,0,217
298,Piotr W...🇵🇱✝,"@amazgula @AndrzejDuda Rozumie ,że nie pójdziesz w maju  na wybory prezydenckie .Czy będziesz głosował na Trzaskowskiego ? który choć nie wierzę ,że naprawdę myśli tak jak napisał .Ale prawdę napisał. https://t.co/h38bqYlHLz",Wed Apr 23 06:15:49 +0000 2025,0,9
299,Jakub Niemczynowicz 🚩#AdrianZandberg2025,"Nadchodzące wybory prezydenckie (18.V) będą ostatnimi w których uprawnionych do głosowania będzie ponad 29 mln obywateli RP (wraz z głosującymi za granicami państwa). Rekordowe 30,9 mln uprawnionych było przy okazji wyborów parlamentarnych 2007. https://t.co/1fJ7Wp7ZD0",Sun Apr 27 16:49:31 +0000 2025,0,0
300,Mirosława Nykiel,"Jeśli nie chcesz prezydenta, który ułaskawia przestępców, wetuje ważne ustawy i jest zwykłym partyjnym długopisem - musisz iść na wybory. Innej opcji nie ma. Pełna mobilizacja. Zagłosuj, żeby inni Cię nie przegłosowali. Do wyborów zostało 26 dni.  #Trzaskowski2025",Tue Apr 22 10:23:13 +0000 2025,61,158
301,Magazyn Drawski,WYBORY i POLITYKA  Ważne i przydatne informacje ...  https://t.co/WD3yymqSlR,Tue Apr 22 07:18:27 +0000 2025,0,0
302,Obi -Wan Kennobi,"Ruskie *****  z #PiStoZło, ten sondaż pokazuje, że was już nie ma. Andrzeju du*a możesz już zacząć barykadować się w pałacu😉 #WygraCałaPolska https://t.co/ymzW32csca",Sun Apr 27 19:11:42 +0000 2025,34,73
303,#JachimowskiPyta Dariusz Jachimowski,"Wybory Prezydenckie tuż za pasem . Czas szukać odpowiedzi na pytania, które stawiane są w przestrzeni publicznej.  Zachowanie Trzaskowskiego w kontekście uderzania w interesy Polski to w istocie nowa forma kolaboracji. I pytanie : czy Kolaborant może być Prezydentem Polski ?",Thu Apr 24 05:23:37 +0000 2025,2,2
304,Elżbieta Płatek #Trzaskowski2025,"Masz rację, Olu.  Wiadomym jest, że walka jest bardzo wyrównana, w dużej mierze za sprawą mediów. Sugerowanie zwycięstwa Rafała w I turze, może zdemobilizować jego elektorat. A wybory prezydenckie są uzupełnieniem tych z 15 X 2023 r.  #Trzaskowski2O25 ✌️🇵🇱🇪🇺",Tue Apr 22 18:53:32 +0000 2025,11,23
305,Krzysztof 🇵🇱,"3,5 tysiąca do I tury wyborów prezydenckich. Kluczowy okres. Ludzie dopiero teraz w większości będą podejmować decyzje na kogo zagłosują i czy w ogóle pójdą na wybory.",Thu Apr 24 13:08:20 +0000 2025,0,5
306,Kamil Całus,"Powtórne wybory prezydenckie w Rumunii🇷🇴 (a w każdym razie ich pierwsza tura) już 4 maja. O kontekście przedwyborczym i kandydatach piszę szerzej w najnowszym komentarzu @OSW_pl, który właśnie wjechał na stronę Ośrodka.  Zapraszam (link w pierwszym komentarzu)! https://t.co/xjmUPqRIYY",Thu Apr 24 10:15:23 +0000 2025,5,24
307,auqwj,"kurwa kwiecień maj to taki dojebany okres, a w tym roku to już wgl, do WMki i Eurowizji doszły wybory prezydenckie i udawanie że się znamy na kardynałach, I'm eating good tej wiosny",Mon Apr 21 13:01:10 +0000 2025,0,2
308,Fakty TVN,"To jest ten etap kampanii, na którym pytanie, co jest stawką tych wyborów, zadawać sobie muszą już nie tylko sztaby kandydatów, ale także wyborcy.  OGLĄDAJ materiał @arletazalewska ⤵️ https://t.co/OUM97wnYVY",Wed Apr 23 18:31:07 +0000 2025,2,7
309,Michał Szadkowski,"Dwa słowa o temacie, który w kampanii nie istnieje. I wszyscy za to zapłacimy @NewsweekPolska  https://t.co/YmyYu3p9Qm",Sun Apr 27 09:56:44 +0000 2025,1,4
310,Krzysztof Załęski,"Karola Nawrockiego muszą poprzeć przede wszystkim dziadkowie, którzy w w liczbie 4 milionów NIE CHODZĄ na wybory prezydenckie. Samo poparcie Dudy nie starczy. #wygracałapolska https://t.co/eBTvS1varU",Sun Apr 27 12:05:48 +0000 2025,0,2
311,Paweł Wawrzynowski,"Lewica: panie prezymdencie ratuj wetem przed obniżką składki! Też lewica: w II turze poprzeć Rafaua, który co? Podpisze zawetowane ustawy! Już pomijam wątpliwą legalność tego zabiegu (standard u tej władzy). https://t.co/Ob6ZABxvrP",Sun Apr 27 18:28:38 +0000 2025,0,2
312,Mikołaj,@DariuszPS00 @Banasiak1 Dobrze to może inaczej. Tu masz w artykule podane porównanie 2015 a dziś  https://t.co/zXKYTr9CSy,Wed Apr 23 10:15:31 +0000 2025,0,2
313,DoRzeczy,"""Nie zamierzam się spierać z przyjaciółmi"". @trzaskowski_ odpowiedział @szymon_holownia ⬇️  https://t.co/Ptb0rA9TZn",Thu Apr 24 19:47:30 +0000 2025,6,27
314,X-owe wybory prezydenckie,"@ubogipolityk Stanowski X-owych wyborów, może to jest sposób ? 🤔",Tue Apr 22 20:32:37 +0000 2025,0,3
315,DoRzeczy,"Komisja Europejska nadal otwarta na ewentualną organizację ""okrągłego stołu"" ws. wyborów w Polsce ⬇️https://t.co/lEsZfz1a0A",Tue Apr 22 15:49:29 +0000 2025,7,7
316,krzysztof s.,@GrzegorzBraun_ Prawdziwie Zmartwychwstał! Alleluja! Najlepsze życzenia z okazji Świąt Wielkanocnych dla Pana i Rodziny oraz nadchodzące wybory prezydenckie.,Sun Apr 20 07:09:53 +0000 2025,0,3
317,Pasjonata 🇵🇱,"A NIE MÓWIŁEM? Gdy wielu wątpiło, kpiło ze mnie. Ja byłem pewny jak sytuacja się rozwinie - i masz, sondaże urealniane.  Trzask 31,7% (-1,8) Nawrocki 27,6 (+2,1) Mentz 11,3 (-2,1) Hoł 7,1 (-2) Biej 6,4 (+0,1) Zand 4,4 (+3) Sen 1,4 Stan 1,4 Jak 1,3 Braun 1  https://t.co/KtLPSN65X9",Wed Apr 23 05:23:43 +0000 2025,31,256
318,Pasjonata 🇵🇱,"A teraz sondaż Ibris dla Polityki. W kolejnym wpisie porównanie do ostatniego ibris, a potem tego polityki.  Trzask 30,4 Nawro 24,9 Ment 12,9 Hoł 7,3 Biej 4,3 Zandb 3,3 Stano 2 Braun 1,3 Jakub 0,9 Senyszyn 0,9 Bartosz 0,4 Maci 0,2  Nie wiem 11,2 https://t.co/nJOmIJLxKj",Wed Apr 23 06:30:13 +0000 2025,3,13
319,olcyk will see skz,"zarejestrowałam się na wybory prezydenckie na teneryfie, what even is my life is it a dream ? 💆🏻‍♀️",Wed Apr 23 15:07:40 +0000 2025,0,6
320,Interia,"Pracownia SW Research zapytała Polaków, komu pomogły trzy debaty prezydenckie. Na czele zestawienia znalazł się @NawrockiKn. https://t.co/p6R4YVATJq",Sat Apr 19 11:43:17 +0000 2025,0,2
321,Cezary Kucharski,@BorekMati motywacja jest pod wybory prezydenckie,Tue Apr 22 15:32:35 +0000 2025,0,225
322,Todd Sanchez,"Polacy gdy na temat aborcji nie opadł jeszcze kurz, na horyzoncie są wybory prezydenckie, a trzeba jeszcze rozłożyć konklawe na czynniki pierwsze i straszyć wyborem murzyna. https://t.co/jVza5vb9cu",Mon Apr 21 08:24:14 +0000 2025,0,3
323,X-owe wybory prezydenckie,Zrobić jutro sonde,Mon Apr 21 16:27:58 +0000 2025,2,3
324,R.I.P Paul Walker 12.09.1973-30.11.2013 Vtuber,"mam teorie spiskowa, ze te wybory prezydenckie to tylko temat zastepczy zebysmy nie rozmawiali o tym ze Sebastian Szwed siedzi teraz w wiezieniu",Mon Apr 14 23:24:12 +0000 2025,3,115
325,Rafal Wos,"Rozważmy dwa scenariusze. W pierwszym kandydat Donalda Tuska wygrywa wybory prezydenckie. W drugim przegrywa. W którym scenariuszu koalicjanci Tuska (Trzecia Droga, Lewica) mają większe szanse na przetrwanie? Moim zdaniem zdecydowanie w tym drugim. W pierwszym ich marginalizacja",Fri Apr 25 17:37:53 +0000 2025,5,35
326,Jakub Medek,"Niezależnie od tego, kto wygra wybory prezydenckie, większego klauna od obecnego lokatora pałacu namiestnikowskiego nie będzie.  Nikt już nie będzie tak cudownie wydymal policzków, robił min jak Duce i cudownie pieprzył.",Sun Apr 27 14:32:44 +0000 2025,0,12
327,Interia,".@CTomczyk zapowiada w rozmowie z Interią, że podczas niedzielnego wiecu @trzaskowski_ w Poznaniu nie zabraknie też specjalnego gościa. - Jest to postać ważna z punktu widzenia wyborów i też symboliczna - usłyszeliśmy. https://t.co/JRrmVnFAx4",Sat Apr 26 19:18:33 +0000 2025,1,1
328,Joanna Miziołek,"Jeśli wybory prezydenckie wygra Rafał Trzaskowski to jego otoczenie będzie bardzo aroganckiej, jeśli wygra Karol Nawrocki to PiS wróci do dawnej arogancji władzy. Świetny wybór! 🙃",Sun Apr 27 19:41:30 +0000 2025,7,152
329,Partia Zieloni,"18. maja wybory prezydenckie! Nie wiesz, gdzie wtedy będziesz? Pobierz zaświadczenie o prawie do głosowania i głosuj, gdzie chcesz! 🗳️ To naprawdę bardzo proste - wystarczy złożyć wniosek w dowolnym urzędzie gminy lub u konsula, a zaświadczenie otrzymasz OD RĘKI! Wtedy z tym https://t.co/kGSLgr0hlK",Sun Apr 27 08:34:17 +0000 2025,8,9
330,Władysław Ludwikowski 🇵🇱✝️🧯,"@donaldtusk Panie Donaldzie, wybory za rogiem, nie te prezydenckie tylko parlamentarne i proszę mi wierzyć pokazałeś @OficjalnyJK jak z wami ma postępować a tym razem nie będzie się cackania. Zastanów się dlaczego Hitlera nazywamy zbrodniarzem bo za ""wytyczne"" dostaniesz ""polską Norymbergę"".",Sun Apr 27 16:17:44 +0000 2025,2,6
331,Tomasz Owczarek,"Trochę mi się uleje, ale aktualne wybory prezydenckie to istnie porąbany wyścig. Potwierdzający, że racjonalność i merytoryka w polityce nie ma zbyt wielkiego znaczenia.  Dosłownie mamy do wyboru bardzo dobrze wykształconego człowieka, z ogromnym doświadczeniem w polityce",Thu Apr 24 15:11:55 +0000 2025,592,1863
332,Hub,"@WaldemarKlepka @HubnerrMax Nikt się z tego nie cieszy. Wystarczyło w to nie iść tak jak Europosłowie PiS i Konfederacji. Mielibyśmy zupełnie inną rozmowę wtedy. Ty myślisz, że oni nie wiedzieli na co głosują? Bo jeśli nie, to co oni tam robią reprezentując Polskę? To jest teatrzyk pod wybory prezydenckie.",Fri Apr 25 15:04:30 +0000 2025,0,15
333,Piotrek🇵🇱❤️🇪🇺🇬🇧TRZASKOWSKI👍🤙🏻💪,@pisorgpl @elzbietawitek Elka zrobimy wszystko by domknâč….wszystkich zlodzieji z PiS i wygrač wybory prezydenckie !!!! Jeśli nie to zrobimy (według prawa😘) REASUMPCJE I wtedy wygramy 🇵🇱🇪🇺💪,Thu Apr 24 13:19:01 +0000 2025,0,13
334,Kamila Baranowska,Trochę o kulisach dzisiejszej konwencji PiS i Karola Nawrockiego w Łodzi ⬇️ https://t.co/j914Rfy4Gs,Sun Apr 27 18:04:29 +0000 2025,11,40
335,zimny ironista,"@PasjonataM Jeszcze niedawno myślałem, że p. Rafał wybory prezydenckie wygra w cuglach. Jednak po tym co się wydarzyło w ostatnich tygodniach plus to co widziałem wczoraj na żywo w Katowicach (słaba frekwencja jak na możliwości KO) mam przeczucie graniczące z pewnością, że to się nie wydarzy",Thu Apr 24 11:00:51 +0000 2025,1,5
336,Janusz Stępień,@Bernard85065859 @Andrzej31263190 Idą wybory prezydenckie  banda oszustów powiązana z Tuskiem może stosować różne sztuczki ekonomiczne. Przed wyborami do Sejmu i senatu na wielu stacjach benzynowych założyli  tredki na dystrybutory że nie ma paliwa. Cel osiągnęli. Durnie się kupili. Tutaj też chodzi o to.,Sun Apr 20 17:38:37 +0000 2025,1,6
337,Dominik Wronski,"@Patryk1338 Ibris zly, opona zla… średnia sondażowa 4.4, będzie piąteczka jestem gotowy się założyć o kawę albo donejta na charity😊  https://t.co/fQGh1bW6zz",Sat Apr 26 17:42:21 +0000 2025,0,3
338,Mikolaj,"@ProfesorPingwin Uważam, że ten sezon serialu o Mariannie jest doskonały - seks, przemoc, zdrada, wielkie kłamstwa, zwroty akcji, a w tle wielka polityka i wybory prezydenckie🍿",Fri Apr 25 12:46:44 +0000 2025,0,9
339,Caliban the Cambion,@donaldtusk To są zdecydowanie najbardziej absurdalne wybory prezydenckie w moim życiu.,Fri Apr 25 12:56:24 +0000 2025,0,2
340,Krzysztof z Torunia 🇵🇱🇪🇺🇺🇦,"Zmiany w średniej prognoz prezydenckich po Końskich Podzieliłem elektoraty na 3 bloki: 🟩 centrolew   🟦prawica  🟨 protest  🟩 -2,2 pkt % @trzaskowski_ przy +1,4 @ZandbergRAZEM , +0,9 @szymon_holownia i +0,2 @MagdaBiejat  🟦-1,8 @SlawomirMentzen przy +1,2 @GrzegorzBraun_  i +0,4 https://t.co/67h7r1CtIL",Wed Apr 23 08:26:08 +0000 2025,7,45
341,X-owe wybory prezydenckie,"Witam, czy ktoś byłby zainteresowany przeprowadzeniem debaty między kandydatami (termin itp. ustalimy) jeśli tak proszę pisać tu w kom lub na pv. Proszę o RT",Wed Apr 23 14:14:41 +0000 2025,3,10
342,Mikołaj 🇵🇱,Kto wygra wybory prezydenckie?,Mon Apr 21 11:03:09 +0000 2025,0,7
343,Ewa T-S #Trzaskowski2025,"Bardzo dobre przemówienie @szymon_holownia, przynajmniej w I części. Niestety w II zapomniał o czym mówił w I i przedstawił swój program wyborczy. Tylko swój, bo liczą się wybory prezydenckie i na kolejną kadencję Sejmu.",Fri Apr 25 11:14:07 +0000 2025,3,19
344,Alekssndra Wołek,"@Cenckiewicz Do czego to doszło że taka chejterka co wywaliła wybory prezydenckie ,mówi o krulach .",Fri Apr 25 18:34:58 +0000 2025,0,2
345,Lena21,"@SebastianRad Może to brutalne, co napiszę, ale  Papież umarł i jako człowiekowi jest mi z tego powodu przykro, ale zajmując się tym 24/h jesteśmy na najlepszej drodze, by pogrzebać naszą demokrację, bo kampania nie minęła, a wybory prezydenckie nie zostały odwołane.",Tue Apr 22 09:15:04 +0000 2025,3,14
346,DoRzeczy,"Sondaż: ""Miażdżąca większość"" Polaków chce od kandydatów ujawnienia tego raportu ⬇️ https://t.co/PklIROyRV3",Thu Apr 24 11:21:24 +0000 2025,3,6
