Tweet_count,Usename,Name,Text,Retweets,Likes
76,Niktowska1,"To będzie niedziela, bardzo ważny dzień dla współczesnej Polski i Europy. Będzie odpowiednia pogoda, by między godzinami 7 rano a 9 wieczorem pójść na wybory prezydenckie. Tej niedzieli będzie wiele świąt, które zamierzam uczcić, ale to będzie najważniejsze #Trzaskowski2025 https://t.co/USzY6Xwckq",Thu Apr 24 04:54:50 +0000 2025,0,5
77,Małgorzata,"Dla Bążura jedna Tura ‼️🇵🇱❤️🤍  18 maja rozstrzygnijmy Wybory Prezydenckie ✌️#Trzaskowski2025  to jest dobra decyzja. 👍#KobietyZTrzaskiem Cała Polska Naprzód TRZASKAMY DLA RAFAŁA, GOSI I LEPSZEJ, BEZPIECZNEJ POLSKI 🇵🇱‼️",Mon Apr 21 06:36:06 +0000 2025,118,268
78,Konduktor Mateusz 🇵🇱 #NAWROCKI2025,Krótko i na temat. Musimy wszystkich lewaków odsunąć w ten czy inny sposób od wyborów prezydenckich. Chcą sfałszować wybory prezydenckie.  Przy okazji: Na kogo zagłosuje Pan/Pani w wyborach prezydenckich?,Sat Apr 26 13:50:57 +0000 2025,73,61
79,PAP,"Politolog: Wybory prezydenckie wielką szansą dla Mentzena? ""Mogą zakończyć duopol PO i PiS"" #PAPinformacje  https://t.co/nTv6v9HExZ",Mon Mar 31 07:30:41 +0000 2025,31,438
80,tvp.info 🇵🇱,"Alarmy płyną zarówno z Polski, jak i z Europy. Na czym dokładnie polega rosyjska ingerencja w życie Polaków? To nie tylko podpalenia, przecięte kable czy włamania na serwery. Czy zatem wybory prezydenckie w Polsce mogą być zagrożone?  Niebezpieczne Związki o 20:15 na antenie TVP https://t.co/tF9JCrxNDE",Thu Apr 17 15:00:01 +0000 2025,87,230
81,Tomek Jaskółka💜,Ocena kandydatów na prezydenta:  Trzaskowski 🟨 Nawrocki ⬛️ Mentzen  💀 Hołownia 🟨 Biejat 🟧 Stanowski 🟥 Zandberg 🟨 Jakubiak ⬛️  Braun 💀 Szumlewicz 🟫  Skala:💀⬛🟫🟥🟧🟨🟩,Sat Mar 22 22:34:03 +0000 2025,2,353
82,Edi El Niño Phayny,"Jeśli Batyr alias Nawrocki wygra wybory prezydenckie, to Mlaskacz zrobi wszystko, żeby przejąć władzę i rządzić jak jego idol Trump!",Sat Apr 19 04:12:10 +0000 2025,5,22
83,Kamil Zaradkiewicz,"Wybory prezydenckie są bardzo ważne również dlatego, bo bez woli prezydenta nie będzie można zahamować niszczenia demokratycznego sądownictwa i usunąć upolitycznionej grupy sędziowskich patooligarchów w togach.",Fri Apr 25 03:49:53 +0000 2025,217,517
84,Adam Adamski,"Zostały 42 dni do wyborów prezydenckich, które wygra Rafał @trzaskowski_, a Polska po 10 latach przerwy znów będzie mieć prezydenta. Idźmy 18 maja do wyborów, nie pozostawiajmy nic przypadkowi. Dokończmy z trzaskiem to, co zaczęliśmy 15.X.2023, kończąc rządy namiestników Putina.",Sun Apr 06 11:23:50 +0000 2025,95,398
85,Tygodnik Solidarność,Samuel Pereira: Wybory prezydenckie będą plebiscytem w sprawie przyszłości Polski https://t.co/L6Co2x0N4a,Thu Apr 17 05:59:09 +0000 2025,17,40
86,Motylek 🦋🦋,"Nie wiedzieliście?? To już wiecie, że Chińczyk wygra wybory prezydenckie 🤣🤣 https://t.co/NzKHa0IwTI",Fri Apr 25 13:24:01 +0000 2025,14,76
87,Michał Wyderka,"W 2023 roku umówiliśmy się, że pokonamy zło. 15 października zrobiliśmy to, ponieważ nie daliśmy się złamać, zastraszyć, zniechęcić. Teraz umówmy się, że pozbędziemy się zła do końca i wygramy wybory prezydenckie. Zróbmy to dla Polski.",Mon Apr 21 14:33:54 +0000 2025,60,168
88,Marcin Kwaśniewski,"Mimo wielu kandydatów, coraz powszechniejsze wrażenie, że brak w wyścigu osób o wyraźnym formacie prezydenckim. Wybory niby powszechne, urząd prezydenta stworzony pod autorytet spoza wojny polsko-polskiej, o szerszym niż jedna formacja poparciu i szacunku, a cała impreza https://t.co/EKYcepFuQx",Tue Apr 15 21:02:43 +0000 2025,46,926
89,🚈Norembuczka🏳️‍🌈🏳️‍⚧️ #Zandberg2025,"UWAGA! Czy chcesz otrzymać ZA DARMO rarytasa BEZ INFA? Wystarczy że zarobisz tę JEDNĄ RZECZ! 18 maja idź na wybory prezydenckie i oddaj swój głos na ADRIANA ZANDBERGA! Nie zapomnij uprzednio podzielić się swoim zamiarem, np. dodając #Zandberg2025 do posta. Mi już się udało! 👇 https://t.co/Mlqp9vZqoy",Sat Apr 26 07:24:57 +0000 2025,2,20
90,Katarynka,Wybory prezydenckie przegrywa się w Watykanie https://t.co/vwAblxJPTK,Sat Apr 26 11:49:40 +0000 2025,12,62
91,Małgorzata,@JackRurykowicz Dokładnie‼️ Trzej Muszkieterowie👍 A My Wygramy te wybory prezydenckie ‼️👍✌️👊💪dla Siebie i dla kolejnych pokoleń ‼️ Polska znów będzie Silna i bezpieczna. https://t.co/CXc45JfqJb,Fri Apr 25 19:35:40 +0000 2025,2,7
92,Zaklinacz Łosiów,"Odpowiedź Perplexity na pytanie o najlepszego kandydata na prezydenta, ale tryb   pogłębionej analizy. Zwróćcie uwagę na kompletnie inny sposób pracy niż @grok oraz inne wnioski.   Analiza kandydatów na Prezydenta RP 2025 - podejście analityczne Wybory prezydenckie w Polsce",Tue Apr 15 08:35:30 +0000 2025,11,33
93,Krzysztof 🇵🇱,"🚨Prezydent Andrzej Duda👇 💬„Kończę swoją prezydencką służbę ale nie mówię, że kończę moją służbę dla POLSKI 🇵🇱” 💬„Zbliżają się wybory prezydenckie. Przyjdzie mój następca. Chciałbym, żeby był to następca, który będzie odpowiedzialnie, mądrze pracował dla Rzeczypospolitej i https://t.co/9HCaSTFFCc",Thu Apr 24 21:22:30 +0000 2025,7,36
94,Grze,"Średnia sondaży prezydenckich US, IBRIS, IPSOS, Opinia24, Pollster, CBOS, OGB. Po sondażu IBRISu dla Polityki i US dla WP:  🟠 Trzaskowski 34,4% ⬇️  🔵 Nawrocki 26,5% ⬆️  ⚫ Mentzen 16,0% ⬇️  🟡 Hołownia 6,5% ⬇️  🟣 Zandberg 4,5 ⬆️  🔴 Biejat 3,8% ⬇️ https://t.co/gQtyG2D4Wf",Wed Apr 23 06:24:26 +0000 2025,3,11
95,Koneser Unii Europejskiej,Dzień Dobry 🤝  Kanclerz : słyszałem że coś tam bełkotał o repolonizacji ? Premier PL : To tylko gadka dla silnych Razem i na użytek wewnętrzny  Kanclerz : strasznie się w Berlinie zdenerwowaliśmy  Premier PL: wybory są prezydenckie a mój kandydat nie radzi sobie - Przepraszam https://t.co/zxm3s3HCn5,Thu Apr 17 04:58:51 +0000 2025,98,396
96,Patryk „Dollart” Ciura,"Opinia24 I Wybory prezydenckie   R. Trzaskowski - 35,3% K. Nawrocki - 22,1% S. Mentzen - 13,2% S. Hołownia - 6,8% G. Braun - 2,9% M. Biejat - 2,2% A. Zandberg - 1,5% M. Jakubiak - 0,9%  Druga tura   R. Trzaskowski - 52,4% K. Nawrocki - 35,2%",Mon Jan 27 12:16:58 +0000 2025,199,1003
97,Dr Cezary Wosiński #Trzaskowski2025,"Prezydent @trzaskowski_  wygra wybory prezydenckie, bo jest najlepszym kandydatem. Polacy są mądrzy i wybiorą najlepszego kandydata.  Proste! @Trzaskowski2O25  #Trzaskowski2025",Fri Apr 25 20:43:51 +0000 2025,32,118
98,S Szynkowski vel Sęk,"Przyznaje, że kiedy @K_Stanowski rozpoczął całą historię swojego startu w formie ""beki"" uważałem to za państwowo szkodliwe, wychodząc z założenia, że ze spraw poważnych, jakimi są wybory prezydenckie, nie powinno się robić jaj, ośmieszać ich...  Jest paradoksem, że to co było",Thu Apr 17 16:19:44 +0000 2025,108,1005
99,ADAM NIKT🇵🇱 🇵🇱 #BabiesLivesMatter,Taaaa. Wybory prezydenckie lada moment.  Zatem.... Wraca stare. Nie dajcie się nabrać oszustom! https://t.co/KpUlUbOfEq,Sun Apr 20 10:42:28 +0000 2025,304,800
100,Telewizja Republika 🇵🇱 #włączprawdę,"#RepublikaWieczór | @MarekSuski (@PiSorgpl): Jestem gorąco przekonany, że wybory prezydenckie wygra Karol Nawrocki i będzie kontynuował politykę bezpieczeństwa dla Polski – również energetycznego we współpracy ze Stanami Zjednoczonymi. Pan Prezydent Andrzej Duda chce na wszelki https://t.co/dbwoPEMKjE",Sat Apr 26 19:40:00 +0000 2025,7,24
101,DEBATA WYBORCZA 2025,"Prognoza wyników 1 tury wyborów prezydenckich na podstawie uśrednionych przewidywań 9 bukmacherów, na dzień 22 kwietnia 2025:  Trzaskowski 34,48% Nawrocki 27,67% Mentzen 17,38% Hołownia 6,17% Braun 3,75% Zandberg 3,39% Biejat 2,47% Stanowski 1,73%  Frekwencja 63,2% https://t.co/Gf0djMU649",Tue Apr 22 16:16:40 +0000 2025,0,2
102,Dariusz Błażejewski,"📊 PROGNOZA PREZYDENCKA (8 marca) - I TURA:  @Trzaskowski2O25 37,4% @NawrockiKn 27,7% @SlawomirMentzen 15,4% @szymon_holownia 7,0% @MagdaBiejat 3,2% @K_Stanowski 3,1% @GrzegorzBraun_ 2,7% @ZandbergRAZEM 2,2% @jakubiak_marek 0,9%      Frekwencja: 59,5%   PODAJ PROGNOZĘ DALEJ!🔄 https://t.co/SgdwaTUJTk",Sat Mar 08 17:00:01 +0000 2025,56,223
103,Józef Nowacki,"Sąd Apelacyjny w Ploeszti orzekł, że decyzja rumuńskiego Sądu Konstytucyjnego o anulowaniu w 2024 roku wyborów prezydenckich po pierwszej turze była niezgodna z prawem i ją unieważnił.  https://t.co/KmOdkbRCTc",Fri Apr 25 08:41:04 +0000 2025,121,174
104,Rzeczpospolita,"Konwencja wyborcza @SlawomirMentzen. „Jestem radykalnym zwolennikiem zdrowego rozsądku”  Kliknij w zdjęcie, by dowiedzieć się więcej 🔽 https://t.co/6Ciqdn6a3Y",Sat Feb 22 16:19:03 +0000 2025,19,495
105,DoRzeczy,Najnowszy sondaż prezydencki. Duży wzrost poparcia dla jednego z kandydatów ⬇️  https://t.co/waRdTKtKb9,Thu Apr 24 18:24:35 +0000 2025,4,11
106,majcia will see enha,w maju eurowizja wybory prezydenckie i konklawa https://t.co/Geimroydq7,Tue Apr 22 08:31:50 +0000 2025,0,13
107,Ola M,"@szumand Te wybory są krytyczne ze względu na skomplikowaną i niebezpieczną sytuację międzynarodową oraz sytuację wewnętrzną, niedopuszczenie PiSowców do jakiejkolwiek władzy. Potrzebny jest prezydent z doświadczeniem politycznym w kraju i za granicą, demokrata, współpracujący z rządem.",Tue Apr 22 22:47:42 +0000 2025,3,9
108,Bicz Boży Obywatelski Jaro Camaro#SilniRazem,"Powinny być nagrody pocieszenia dla tych, którzy przegrają wybory prezydenckie. Dla Nawrockiego to może kiełbasa? Dla Mencenowicza hulajnoga pewnie, dla Hołowni może jakaś ambona z Ikei?",Thu Apr 24 04:39:02 +0000 2025,67,436
109,"Urszula , Urszula ✌💪🧡🍀🇵🇱🇪🇺#Trzaskowski2025",@Bart_Wielinski 15 października wygraliśmy z PiS. To się stało 🥰 A będzie jeszcze lepiej jak #Trzaskowski2025  wygra wybory prezydenckie.🍀🍀🍀 I będziemy mieli swoją trójce 😎 https://t.co/DzifMrN6Th,Fri Apr 25 11:39:06 +0000 2025,2,12
110,Krystyna Pawłowicz,"Myślę,że wobec obecnego poważnego ZAGROŻENIA zewnętrznymi/UE,Niemcy,Rosja/ ingerencjami w najbliższe🇵🇱 wybory prezydenckie,AMERYKANIE - poczuwając się do ogromnych szkód wyrządzonych suwerenności Polski przez władze USA POWINNI  POMÓC Polsce w przeprowadzeniu  UCZCIWYCH WYBORÓW. https://t.co/vrGNqNt1QX",Wed Apr 23 18:10:55 +0000 2025,207,523
111,Konfederacja,"Wicemarszałek Sejmu @krzysztofbosak w @PolsatNewsPL: Uważam, że bardzo dobrze by było, niezależnie od tego, kto wygra najbliższe wybory prezydenckie - chciałbym, żeby to był @SlawomirMentzen - żeby kolejny prezydent kontynuował ten format spotkań w grupie państw Trójmorza, bo https://t.co/f3kxRRUWVV",Sun Apr 27 10:27:27 +0000 2025,21,278
112,Onet Wiadomości,"""Jak widzi długopis, to ręce mu się trzęsą"" - mówi kandydat KO na prezydenta. Szczegóły ➡️  https://t.co/L1pSkPrOQ4 https://t.co/GfauWUwmSr",Thu Apr 24 14:01:32 +0000 2025,13,65
113,Pan Cezary Krysztopa #BabiesLivesMatter,Samuel Pereira @SamPereira_ : Wybory prezydenckie będą plebiscytem w sprawie przyszłości Polski https://t.co/7Kmd68eiCf,Wed Apr 16 20:06:39 +0000 2025,6,22
114,Ogólnopolska Federacja BEZPARTYJNI I SAMORZĄDOWCY,📣 Chce zmienić system polityczny w Polsce. Kim jest kandydat na prezydenta @MarekWoch2❓  ➡️ https://t.co/xoPlqx5arj  🇵🇱 #MarekWoch2025 #wybory2025 #kandydat #PrezydentRP #polska @Federacja_BiS 🇵🇱  Materiał: @tvn24 🤝 Źródło zdjęcia: Leszek Szymański/PAP 🤝 https://t.co/lvwxUHcx43,Sat Apr 26 11:24:42 +0000 2025,3,7
115,Patryk „Dollart” Ciura,"Prognoza wyników wyborów prezydenckich - 16.03 Frekwencja - 56,8%  @trzaskowski_ - 38,4% @NawrockiKn - 27,8% @SlawomirMentzen - 17,9% @szymon_holownia - 5,7% @ZandbergRAZEM - 2,7% @MagdaBiejat - 2,4% @GrzegorzBraun_ - 2,0% @K_Stanowski - 1,5% Inni - 1,6%  Prośba o RT. https://t.co/RdYPXKQT4y",Sun Mar 16 20:00:01 +0000 2025,52,360
116,artur 🇵🇱🇮🇱🇪🇺#SilniRazem,"Z całym szacunkiem, ale dzięki temu MS, możemy przepierdolic wybory Prezydenckie, a na pewno już wybory do Sejmu. Ludzie, generalnie wolą ministrów z „jajami”🤷☝️Patrz, R. Sikorski 👏👏👏👍 https://t.co/srS6mWA05X",Thu Apr 24 07:26:02 +0000 2025,0,8
117,ArcheTyp Futurae Polonophile,"Tuskoidy przyjmują dzikusów na potęgę. Szybko, szybko, zanim przerypią wybory prezydenckie i oderwiemy ich od władzy. 😡 Ok, dobrze. Wyłapiemy wszystkich i deportujemy. Jednego po drugim.",Sat Apr 26 06:27:22 +0000 2025,27,74
118,Jakub Żulczyk,"Drodzy, oto i książka o Prezydencie.  Nazywa się ""Kandydat"" - czyli nie kłamałem, tytuł jednowyrazowy.  Nieskromnie - wyszła mi naprawdę niezła powieść. Ale to wy ocenicie.  Link do preorderu - https://t.co/YaY6zxbkLl.   Jesteś prezydentem, powtarzał sobie przez pierwszy rok, dwa https://t.co/raGhaTooBc",Thu Apr 10 06:35:08 +0000 2025,77,648
119,Onet Wiadomości,Nie wytrzymał ➡️ https://t.co/cBxk3ZjX8U https://t.co/5M0ad43wV4,Sun Apr 27 15:04:08 +0000 2025,0,5
120,Dr Artur Bartoszewicz - Kandydat na Prezydenta RP,"""To nie wybory prezydenckie, to wybory na influencera roku"". Moja rozmowa w @fmc27_news ⬇️ https://t.co/UmkBbULcjx",Tue Apr 22 06:51:43 +0000 2025,10,38
121,Eryk Mistewicz 🇵🇱🇫🇷🇺🇸,"Pisałem o tym kilka miesięcy temu.  To CAŁKOWICIE NATURALNE i oczekiwane, że schodzący prezydent wskazuje światu swojego następcę. Tego, który zagwarantuje kontynuację.  Dziś to wreszcie nastąpiło.  Eryk MISTEWICZ: Kto będzie kandydatem Andrzeja Dudy? https://t.co/D8MIRFcr3X",Sun Apr 27 14:47:26 +0000 2025,10,31
122,Kamil Marcinkiewicz,"Trendy po IBRiS dla Polsatu: Postępująca konsolidacja wokół Nawrockiego sugeruje, że wyborcy prawicowi zrozumieli, że wybory prezydenckie to tak naprawdę głosowanie w jednym wielkim JOW, gdzie liczy się tylko dwóch kandydatów. Wyborcy progresywni jeszcze do tego nie doszli. https://t.co/MapVFNfjnb",Fri Apr 18 13:49:04 +0000 2025,7,48
123,Grze,"Średnia sondaży prezydenckich US, IBRIS, IPSOS, Opinia24, Pollster, CBOS, OGB. Po sondażu Opinia24 dla TVNu: 🟠 Trzaskowski 33,8% ⬇️ 🔵 Nawrocki 27,0% ⬆️ ⚫ Mentzen 16,2% ⬆️ 🟡 Hołownia 6,5% ⬅️ 🟣 Zandberg 4,6 ⬆️ 🔴 Biejat 3,9% ⬆️ https://t.co/1UuzcT7Pdn",Thu Apr 24 18:40:02 +0000 2025,2,5
124,Emanuel 🐺,"Mówią , że Bonżur nie ma szans na drugą turę. Ale zawsze to dobre „przetarcie” i nauka na przyszłość. Za 10 lat też będą wybory prezydenckie. A wtedy Bonżur , … No kto wie😜 https://t.co/0nQmwhYSin",Thu Apr 24 19:45:04 +0000 2025,2,5
125,Przesympatyczna Renatka,Wybory Prezydenckie  Bitwa o Polskę - 18.05.2025 😎  https://t.co/bfqFvYeykn https://t.co/arSqRAPEkx,Mon Apr 21 04:43:17 +0000 2025,195,1067
126,ragnarz997,"@pomaska Sa wazniejsze problemy w PL, niz przegrane dla was wybory prezydenckie. Zacznijcie w koncu interesowac sie zwyklymi ludzmi, na ta ida NASZE PIENIADZE. To my placimy wasze pensje.",Thu Apr 24 15:25:26 +0000 2025,7,16
127,Ten Jarek,@NocnaZ A może nawet poklepią po plecach. To wybory prezydenckie a nie Czar Par.,Tue Apr 22 19:46:38 +0000 2025,0,25
128,Pasjonata 🇵🇱,"Dla ciekawostki, do większości konstytucyjnej potrzeba 35% PiS, 30% KO, 22% konfederacji i reszty tuż pod progiem.  Jak wygramy wybory prezydenckie, to będzie wykonalne.",Fri Apr 18 11:06:03 +0000 2025,12,117
129,Jaroslaw Kowalski,"@PatrykJaki To są wybory prezydenckie, panie ekspert od wszystkiego.",Fri Apr 25 11:28:35 +0000 2025,0,5
130,𝕸𝖔𝖗𝖌𝖊𝖓𝖘𝖙𝖊𝖗𝖓,"Wybory prezydenckie będą referendum za odrzuceniem rządu Donalda Tuska, powiedział sutener Kaczyńskiego. https://t.co/hCIp8zgLiz",Sun Mar 02 12:22:18 +0000 2025,98,713
131,STOP praniu mózgów 🦅,"W latach 80. Święty Pustelnik z Loreto we Włoszech przewidział, że Donald Trump poprowadzi Amerykę z powrotem do Boga W 2016 r. biznesmen Donald Trump wygrał wybory prezydenckie pomimo niewiarygodnych szans. https://t.co/qDT6iJ3rwh",Mon Apr 21 06:02:48 +0000 2025,4,10
132,Oliwier,❤️🌞Interakcje🌞❤️ Czy zamierzasz iść na wybory prezydenckie?,Fri Apr 18 20:21:45 +0000 2025,0,25
133,Bartosz Zawieja,"Też o tym są wybory prezydenckie. Nie pozwólmy na Kaczyńskiego ""Budapeszt w Warszawie"" #Trzaskowski2025 ✌️🇵🇱",Thu Apr 24 19:51:28 +0000 2025,1,6
134,Iwona Starzynska #Trzaskowski2025 #TrzaskowskiTeam,"@KapenGenezyp Tak, wybory prezydenckie to dopełnienie wyborów z 2023, to postawienie kropki nad i  dla demokracji w PL,pod warunkiem wygrania @trzaskowski_ Pełna mobilizacja demokraci!Trzeba iść na wybory i robić dużą frekwencję!Ja głosuję na #Trzaskowski2025 #TrzaskowskiPrezydentemPolski2025",Wed Apr 23 07:03:48 +0000 2025,4,6
135,Małgorzata,"@Agkala2 Dokładnie, tylko Frekwencją możemy wygrać te wybory prezydenckie #PiStoRosja  Oni pójdą na wybory, nawet jak kandydat PiS im się nie podoba. Będą głosować jak każe KK  i prezes ‼️ Nie  oddawajmy Polski w ich ręce. ‼️Tylko Rafał #Trzaskowski2025 może być Prezydentem Polski 🇵🇱‼️ https://t.co/wlsDex08rp",Sat Apr 26 19:12:33 +0000 2025,9,17
136,wPolityce.pl,"Wybory prezydenckie zmiotą władzę @donaldtusk? @AdamBielan: W tej koalicji trzeszczy. Jeżeli @trzaskowski_  przegra, wypadną trupy z szafy  https://t.co/Ta8ljOBFQH",Thu Apr 24 14:31:38 +0000 2025,123,279
137,Adrian Jasiński Ryży 🇪🇺🏳️‍🌈🏳️‍⚧️🇺🇦🇵🇱,Ja też tak uważam! Te wybory prezydenckie 18 maja 2025 są ważniejsze niż wybory parlamentarne 15 października 2023 roku i doprawdy sama wygrana 15 X 2023 nie wystarczy aby PiSowskie zło zostało ostatecznie pogonione. Dlatego #FighterRafał ma wygrać te wybory!  #Trzaskowski2025,Thu Apr 24 14:00:39 +0000 2025,11,19
138,Robert Winnicki,"Czy Pan Profesor nazwał właśnie Aleksandra Kwaśniewskiego półgłówkiem?  „Kwaśniewski uważa, że marszałek Sejmu Włodzimierz Cimoszewicz ma szanse wygrać wybory prezydenckie. Przypomniał, że chciał, aby Cimoszewicz wystartował. Ocenił, że udział Jolanty Kwaśniewskiej w komitecie https://t.co/162RGJaCvc",Sun Apr 27 15:26:36 +0000 2025,7,70
139,Koneser Unii Europejskiej,Według moich obserwacji a często nie bywałem na X tylko tak z rozmów itd. Wynika że Prezydentem na 85 % będzie kandydat Prawicowy. Patrząc na spotkania Trzaskowskiego to tam nie ma ani grama entuzjazmu a ludzie siedzący (aktyw) jest z przymusu. zero pomysłu na kampanie i mało,Mon Feb 24 13:59:29 +0000 2025,53,492
140,Onet Wiadomości,Kandydat KO zaliczył spory spadek poparcia. Oto wyniki sondażu ➡️ https://t.co/5k02DhiM0F https://t.co/KG3vRcBPnl,Wed Apr 23 07:01:10 +0000 2025,0,3
141,Miks HD,"Apel do wyborców Rafała Trzaskowskiego. Nie bądźcie fanatykami.  Wybory prezydenckie różnią się tym że liczy się w nich człowiek, nie partia, jeden człowiek który ma być odważny i możliwie niezależny. Skoro tego nie rozumiecie to chociaż nie krytykujcie innych którzy tak uważają.",Wed Apr 23 20:26:45 +0000 2025,5,19
142,Andrzej Holinka 🇵🇱 #Nawrocki2025 🇵🇱 ✌️,Rumuński sąd odwołał swoją decyzję. Chodzi o unieważnione w 2024 roku wybory prezydenckie https://t.co/faRqxupuCB,Fri Apr 25 07:39:47 +0000 2025,37,47
143,Tomasz Sakiewicz,Wybory prezydenckie. Republika szykuje własny Exit Poll https://t.co/JZfKNaj0Dt,Tue Apr 15 10:51:39 +0000 2025,79,296
144,Varcislav Zelezny,"Kandydat Trzaskowski wykazał niezwykłą elastyczność swoich poglądów, kiedy w czasie poprzedzającym wybory prezydenckie 2020, cyklicznie zakazywał Marszu Niepodległości a jednocześnie deklarował chęć wzięcia udziału w zakazanym przez niego Marszu😀 👇👇👇 https://t.co/7QTt6YuVOC",Wed Apr 23 14:14:51 +0000 2025,1,4
145,Alicja Rumpel,Zaczął prezydenturę jako podnóżek Kaczyńskiego. Koniec jest haniebny. Andrzej Duda na konwencji Karola Nawrockiego. Zdecydowana deklaracja prezydenta https://t.co/Nmf1GC5DOt,Sun Apr 27 13:11:34 +0000 2025,5,43
146,Kudłaty,"Polskie wybory prezydenckie przyciągają uwagę ukraińskich elit politycznych, które widzą w Polsce kluczowego partnera łączącego ich kraj z resztą Europy. Według… Sądziłem że ukrom nie tęskno za czerwonymi,a tu zonk 🤣🤣🤣 Źródło: https://t.co/HRPTy1enbF  https://t.co/ZVVs5sX3I6",Thu Apr 24 15:10:09 +0000 2025,2,2
147,Anna Trog#Maciak2025,Wybory prezydenckie w Polsce 2025. Ostra walka polityczna. Ekskluzywny w... https://t.co/6kPXk2vZ8p via @YouTube,Wed Apr 23 16:57:25 +0000 2025,8,21
148,Demokracja TAK 🇵🇱 🇪🇺,"Koalicjo #15X - chcemy aby niektórzy zeszli na ziemię, stanęli w prawdzie, otrzepali się z piórek, stawili czoła rzeczywistości i mądrzejsi w wiedzę oraz dojrzałość polityczną wygrali następne wybory prezydenckie, parlamentarne, samorządowe i europarlamentarne.",Sun Apr 27 07:26:11 +0000 2025,1,6
149,O.K.,Przypomniała mi się rozmowa z wyborcą PO ze stycznia.   On: Moim zdaniem wygra ten Nawrocki.  Ja: Serio?  On: Wybory prezydenckie wielu ludzi traktuje jak wybory mistera Polski. Kto jest lepszym misterem - Nawrocki czy Duda? Ja: Nawrocki. Ona: A Duda wygrał z Trzaskowskim.  PS https://t.co/ruDDFA8eJk,Sun Apr 27 17:49:46 +0000 2025,11,39
150,ewasumasum,"@kolokoloPL @PabloMoralesPL @SlawomirNitras @SlawomirNitras wczoraj w Sejmie wow!!! Jestem pod wielkim wrażeniem. Tak właśnie trzeba z pisimi. Twardo i wprost. Polecam za przykład Pana Ministra Nitrasa pozostałym politykom @Platforma_org . Do roboty szanowni państwo, mamy wybory prezydenckie, nie widać Was.",Fri Apr 25 05:32:10 +0000 2025,1,2
151,Krzysztof 🇵🇱,"Kampania #Nawrocki2025 wchodzi w IV etap. W niedzielę wielka konwencja w Łodzi, bastionie PO i Lewicy. Jeśli PiS chce wygrać wybory prezydenckie oprócz mobilizacji bastionów na wschodzie musi zawalczyć o głosy niezdecydowanych i maksymalizować wyniki w dużych miastach. W",Wed Apr 23 17:38:57 +0000 2025,25,98
152,Hołownia 2025,"""Wybory prezydenckie to jest ubiegania się u ludzi o pracę. Dlatego wczoraj na debatę przyniosłem swoje CV (...) Zapomniałem w nim podać mojego numeru telefonu, więc chciałem wam tylko powiedzieć, że ten telefon jest, a numer tego telefonu to 886 132 226. Na ten numer wszyscy,",Tue Apr 15 09:44:00 +0000 2025,27,110
153,Konrad Niżnik #Braun2025,"Szanowni.  Wybory Prezydenckie to jest wybór jednego człowieka. To nie jest wybór na Prezydenta jego sztabu wyborczego, jego członków czy jego sympatyków.   Wybieramy jedne konkretne nazwisko. Jeden klarowny program. Program kandydata.   Tym nazwiskiem jest tylko i aż #Braun2025",Fri Apr 25 12:11:13 +0000 2025,65,394
154,Adrian Jasiński Ryży 🇪🇺🏳️‍🌈🏳️‍⚧️🇺🇦🇵🇱,I tego najbardziej życzmy naszemu premierowi @donaldtusk z okazji tegorocznych urodzin życzmy najbardziej aby 18 maja nasz Rafał #Trzaskowski2025 wygrał wybory prezydenckie i dokończył to co nasz premier @donaldtusk zaczął z nami 15 października 2023 poganiając zło PiSowskie!,Tue Apr 22 06:30:01 +0000 2025,31,87
155,Małgorzata #Nawrocki2025,"Kibice wygrają wybory prezydenckie, zobaczycie! @NawrockiKn",Fri Apr 25 09:35:53 +0000 2025,3,8
156,Wiktor Świetlik,"Przemiana wizerunkowa Rafała Trzaskowskiego pokazuje, że opinie o głębokiej laicyzacji, do której rzekomo miało dojść w ostatnich dekadach czy latach w Polsce, mogą być przesadzone. Albo - jeśli już - jest ona bardzo powierzchowna. Polecam się... https://t.co/E2lkZQHfyC",Wed Apr 23 08:59:13 +0000 2025,6,24
157,Dariusz Piotr Sokołowski,"Oto neo-sędzia SN, nauczyciel akademicki Kamil Zaradkiewicz.   Kto ma uszy niechaj słucha, kto ma oczy niechaj patrzy.   Idźcie na wybory prezydenckie. Naprawdę.",Sun Apr 27 11:19:20 +0000 2025,2,6
158,TVN24+,"W osobistej rozmowie z @ola_kakol Małgorzata Trzaskowska opowiedziała o tym, co czuła, kiedy usłyszała diagnozę raka piersi. Mówiła także o łączeniu obowiązków z aktywnością kampanijną oraz o planach na czas po jej zakończeniu.  Zobacz całą rozmowę:  🔗 https://t.co/Mb8h4oa1S7 https://t.co/ojZ5APdyTg",Sat Apr 26 15:26:19 +0000 2025,7,24
159,Ewa Skalska,"@Ten_Psycholog To teraz ...wszyscy na wybory prezydenckie 🎯  Spacer w piękny, majowy dzień 18 maja.  Potem grill, majówki, spotkania z rodzinami czy znajomymi.  Najpierw obowiązek ( tak uważam , że wybory to przywilej i obowiązek ) a potem luz i odpoczynek.  Nie ma, że się nie chce...",Sun Apr 27 20:06:40 +0000 2025,19,104
